indie,action,casual,adventure,strategy,simulation,rpg,free_to_play,cluster,color
2,8,1,1,2,2,0,5,0,red
4,4,1,4,1,1,4,1,0,red
4,9,0,2,2,1,3,4,0,red
2,1,0,0,0,1,1,1,0,red
3,5,2,2,1,1,2,5,0,red
20,26,4,9,2,2,5,11,1,dodgerblue
6,13,3,5,2,3,4,6,0,red
7,10,1,7,2,3,0,5,0,red
0,2,0,0,1,0,0,2,0,red
7,5,3,2,1,6,1,2,0,red
1,4,1,2,2,2,0,2,0,red
4,6,1,3,1,2,2,4,0,red
1,1,0,2,0,0,2,2,0,red
2,5,1,1,0,1,1,5,0,red
2,6,1,3,1,0,2,3,0,red
0,2,0,0,1,0,0,2,0,red
4,7,1,2,0,1,4,6,0,red
0,2,0,0,1,0,0,2,0,red
1,3,0,0,1,0,0,3,0,red
6,5,2,3,0,2,3,3,0,red
0,2,0,0,1,0,0,2,0,red
2,3,2,2,1,0,2,4,0,red
4,4,2,1,1,0,1,1,0,red
0,2,0,0,0,0,1,0,0,red
5,0,3,3,0,2,0,0,0,red
12,9,5,4,3,1,5,0,0,red
2,5,1,3,1,3,3,7,0,red
3,8,1,4,0,2,5,5,0,red
3,5,0,1,0,1,2,5,0,red
4,16,1,2,3,2,6,11,1,dodgerblue
5,6,1,2,0,2,1,4,0,red
0,2,0,0,1,0,0,2,0,red
1,1,1,1,0,0,1,2,0,red
3,3,1,5,0,0,1,0,0,red
1,7,0,0,1,1,2,5,0,red
8,19,3,7,0,0,4,13,1,dodgerblue
4,6,1,3,1,0,1,4,0,red
13,17,6,16,2,7,1,4,1,dodgerblue
5,7,1,3,0,3,3,4,0,red
4,2,1,2,0,0,3,2,0,red
1,2,1,1,0,0,0,2,0,red
3,4,1,1,0,1,1,4,0,red
1,3,1,1,1,0,0,2,0,red
2,4,0,2,2,0,1,3,0,red
1,2,0,2,0,2,0,0,0,red
1,1,0,0,0,1,0,1,0,red
16,26,3,11,5,8,8,6,1,dodgerblue
1,3,1,1,0,0,0,2,0,red
3,4,1,4,1,3,0,3,0,red
1,2,1,1,1,0,0,2,0,red
1,3,1,1,1,0,0,3,0,red
6,5,6,5,2,3,3,7,0,red
1,4,0,1,1,1,2,1,0,red
1,5,1,3,0,0,4,2,0,red
3,0,0,1,1,1,3,0,0,red
3,12,0,4,2,5,2,4,0,red
0,2,0,0,1,0,0,2,0,red
2,5,1,1,1,0,0,5,0,red
3,3,1,0,1,2,0,3,0,red
1,1,0,0,1,0,0,1,0,red
2,4,2,2,1,1,2,3,0,red
1,2,0,1,3,2,0,0,0,red
1,1,0,0,0,1,0,1,0,red
0,2,0,0,1,0,0,1,0,red
4,11,2,2,1,1,2,8,0,red
1,2,0,1,0,0,1,1,0,red
5,2,3,2,0,3,0,2,0,red
2,5,1,3,1,0,1,3,0,red
24,21,7,15,10,14,6,2,1,dodgerblue
8,8,3,2,1,3,2,8,0,red
6,8,3,4,3,1,5,10,1,dodgerblue
0,2,1,0,2,1,1,2,0,red
3,3,1,1,1,2,1,3,0,red
2,3,1,1,1,0,0,3,0,red
1,2,1,1,1,0,0,2,0,red
0,2,0,0,1,0,0,1,0,red
2,4,1,1,1,0,0,4,0,red
0,2,0,0,1,0,0,1,0,red
2,3,0,2,1,0,1,1,0,red
2,3,0,2,1,1,4,2,0,red
1,1,1,1,0,1,0,0,0,red
2,1,1,1,0,1,0,1,0,red
0,2,0,0,1,0,0,2,0,red
1,4,0,1,0,0,1,2,0,red
1,2,0,1,1,0,1,3,0,red
1,5,0,2,1,2,2,2,0,red
7,10,0,8,3,3,3,1,0,red
0,2,0,0,1,0,0,2,0,red
1,2,1,1,1,0,0,2,0,red
6,13,1,3,0,1,4,9,0,red
2,3,0,2,1,1,1,2,0,red
8,13,0,8,4,2,7,4,0,red
0,2,0,0,1,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
0,2,0,0,0,0,0,1,0,red
2,8,2,2,0,0,3,8,0,red
1,6,0,0,0,0,1,3,0,red
1,2,0,0,1,1,0,3,0,red
3,4,1,1,0,0,0,4,0,red
6,9,3,6,2,4,6,5,0,red
7,4,3,6,3,0,4,0,0,red
7,11,3,1,1,4,2,14,1,dodgerblue
4,7,1,2,2,2,2,4,0,red
0,2,0,0,1,0,0,1,0,red
0,2,0,1,0,0,0,0,0,red
13,18,5,6,1,2,10,23,1,dodgerblue
14,19,6,6,5,4,3,18,1,dodgerblue
0,2,0,1,1,1,0,0,0,red
1,2,0,0,1,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
0,1,0,1,0,1,0,0,0,red
9,12,3,5,1,4,5,11,1,dodgerblue
2,2,0,1,0,0,1,1,0,red
16,8,4,4,8,10,8,4,1,dodgerblue
0,3,0,0,1,1,0,3,0,red
1,2,1,1,1,0,1,1,0,red
0,2,0,2,0,0,0,0,0,red
0,2,0,1,0,0,0,1,0,red
2,3,0,2,3,0,0,1,0,red
1,2,0,1,0,0,1,1,0,red
4,3,1,1,1,2,0,3,0,red
1,2,0,1,1,0,1,1,0,red
2,0,1,1,0,1,0,1,0,red
4,7,0,1,3,3,2,6,0,red
0,2,0,0,1,0,1,2,0,red
0,3,0,0,1,0,1,2,0,red
10,12,4,7,3,5,5,4,1,dodgerblue
3,3,0,0,1,1,0,3,0,red
0,2,0,0,1,0,0,2,0,red
0,2,0,0,0,1,0,2,0,red
9,11,3,6,2,4,4,9,1,dodgerblue
3,3,1,1,1,0,2,3,0,red
1,2,0,1,1,0,1,2,0,red
1,6,1,2,0,0,1,5,0,red
1,2,0,0,1,0,0,2,0,red
0,4,0,0,2,3,0,0,0,red
0,2,0,0,0,1,0,2,0,red
11,7,3,8,2,6,3,3,0,red
1,6,0,2,1,1,3,1,0,red
0,1,0,0,0,0,1,2,0,red
2,6,1,1,2,2,0,5,0,red
3,15,1,8,1,3,5,5,0,red
2,0,2,1,0,2,1,1,0,red
2,4,1,1,1,0,0,4,0,red
1,2,1,1,1,0,0,2,0,red
1,2,1,1,0,0,0,2,0,red
0,2,0,0,1,0,0,1,0,red
2,5,1,1,1,1,1,5,0,red
2,7,0,1,1,2,2,3,0,red
3,4,1,3,0,1,2,5,0,red
0,3,0,0,1,0,1,2,0,red
0,2,0,0,1,0,0,2,0,red
2,2,0,2,0,1,0,0,0,red
1,4,0,0,1,0,1,2,0,red
1,2,0,0,1,0,0,2,0,red
7,11,4,1,3,2,3,13,1,dodgerblue
1,5,0,0,2,1,0,5,0,red
1,5,1,2,0,0,1,3,0,red
5,6,1,3,2,2,2,5,0,red
0,2,0,1,1,0,0,1,0,red
4,5,0,3,3,3,0,1,0,red
2,1,1,1,0,4,0,2,0,red
4,5,2,2,1,2,2,4,0,red
3,5,1,1,0,0,0,3,0,red
0,1,0,0,1,1,0,2,0,red
0,1,0,1,0,0,1,1,0,red
0,3,0,0,0,0,1,1,0,red
1,0,0,0,1,3,1,0,0,red
0,2,0,0,1,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
6,5,1,2,2,3,0,0,0,red
1,2,1,1,1,0,0,2,0,red
0,2,0,0,0,0,1,1,0,red
1,2,0,0,0,0,0,2,0,red
40,29,18,16,15,6,12,4,1,dodgerblue
1,4,0,0,0,1,0,1,0,red
0,2,0,2,1,0,1,2,0,red
2,5,1,1,1,1,0,5,0,red
3,3,1,2,0,2,0,2,0,red
1,3,0,1,0,1,1,1,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,0,0,0,0,1,0,red
6,7,2,1,2,2,1,6,0,red
6,9,2,5,2,3,4,5,0,red
7,13,2,3,5,2,7,15,1,dodgerblue
6,6,1,5,3,3,4,2,0,red
8,4,2,3,5,4,3,2,0,red
0,3,0,0,1,0,0,3,0,red
4,4,1,2,0,2,2,4,0,red
1,1,0,0,0,1,0,1,0,red
3,4,2,2,1,1,1,4,0,red
1,2,0,0,1,0,0,0,0,red
2,2,0,2,0,0,1,2,0,red
12,15,3,5,4,5,4,19,1,dodgerblue
1,2,0,0,2,1,0,1,0,red
14,20,2,5,4,6,5,10,1,dodgerblue
2,0,0,0,0,2,0,0,0,red
2,2,0,0,0,1,0,1,0,red
1,0,0,0,0,2,0,0,0,red
0,2,0,0,1,0,0,2,0,red
1,3,0,0,0,1,0,3,0,red
8,6,3,4,0,1,3,7,0,red
5,6,2,3,0,1,3,3,0,red
6,9,3,1,0,3,1,9,0,red
0,2,0,0,1,0,0,2,0,red
2,2,2,2,0,1,2,3,0,red
6,11,2,2,0,3,4,11,0,red
0,2,0,0,1,0,0,2,0,red
8,11,2,4,2,4,3,7,0,red
1,6,0,3,1,0,0,2,0,red
0,1,1,1,1,0,1,2,0,red
1,3,0,0,1,0,0,3,0,red
1,1,0,1,0,0,1,1,0,red
0,2,0,0,1,0,0,2,0,red
1,3,0,0,1,0,0,3,0,red
0,2,0,0,1,0,0,2,0,red
0,3,0,1,1,0,1,1,0,red
3,3,1,3,1,1,5,0,0,red
3,5,1,1,1,1,1,5,0,red
4,8,1,2,0,0,0,7,0,red
3,3,0,1,0,0,0,0,0,red
4,6,1,2,1,1,1,6,0,red
1,2,0,0,0,1,1,2,0,red
0,6,1,3,1,0,1,3,0,red
4,5,1,1,0,1,1,6,0,red
4,10,0,1,0,4,2,10,0,red
1,1,2,2,0,0,1,2,0,red
3,6,1,4,1,2,1,0,0,red
0,2,0,0,1,0,0,2,0,red
1,3,1,1,1,0,0,3,0,red
2,2,1,1,0,1,1,2,0,red
4,8,1,2,0,1,2,6,0,red
0,0,0,0,2,1,0,0,0,red
2,2,1,2,0,0,1,1,0,red
2,1,1,1,0,0,0,2,0,red
4,7,0,1,0,1,1,4,0,red
1,2,0,0,0,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
2,2,1,1,0,0,0,2,0,red
1,2,0,0,0,0,0,2,0,red
1,2,0,0,0,0,0,2,0,red
1,2,0,0,1,0,0,2,0,red
3,9,3,3,1,1,6,10,0,red
1,7,1,4,0,0,1,3,0,red
1,0,0,0,0,2,0,0,0,red
2,9,0,9,0,1,3,0,0,red
3,2,0,1,0,2,2,2,0,red
1,4,1,3,0,0,2,0,0,red
2,4,1,1,0,1,1,4,0,red
1,2,1,1,0,0,0,2,0,red
0,1,0,0,1,1,0,2,0,red
2,1,1,1,0,0,1,2,0,red
2,1,1,1,0,1,0,1,0,red
2,3,1,1,1,0,0,3,0,red
1,2,0,0,0,1,1,2,0,red
0,2,0,1,0,0,0,0,0,red
2,2,1,1,0,1,1,2,0,red
2,2,0,0,1,0,2,4,0,red
4,4,2,3,0,0,1,6,0,red
3,4,2,3,0,3,3,5,0,red
4,7,2,3,1,4,0,7,0,red
1,5,2,2,1,0,1,4,0,red
2,2,1,2,0,1,2,3,0,red
0,2,0,0,1,0,0,2,0,red
3,4,0,1,1,1,1,3,0,red
0,1,0,1,0,0,0,0,0,red
2,5,0,1,1,2,2,5,0,red
1,1,1,2,0,0,1,2,0,red
3,5,1,1,1,1,1,5,0,red
4,3,1,3,0,2,3,3,0,red
19,14,9,11,2,2,8,8,1,dodgerblue
10,10,2,5,2,4,1,5,0,red
1,2,1,1,0,0,0,2,0,red
5,7,0,8,5,6,1,0,0,red
3,2,2,1,1,1,1,3,0,red
1,2,1,1,1,0,0,2,0,red
3,5,1,1,0,1,1,5,0,red
1,2,2,2,0,0,1,2,0,red
5,3,4,1,1,0,2,6,0,red
23,21,7,16,6,10,6,6,1,dodgerblue
0,2,0,0,0,0,1,2,0,red
1,4,1,1,2,0,0,4,0,red
2,2,1,1,0,0,2,1,0,red
1,3,1,1,0,0,0,3,0,red
1,2,1,1,0,0,0,2,0,red
2,2,1,1,0,1,1,2,0,red
4,6,1,1,1,1,1,6,0,red
2,2,1,1,0,1,1,2,0,red
3,2,1,1,0,1,0,2,0,red
3,5,1,2,1,0,0,4,0,red
8,3,3,5,2,5,4,3,0,red
6,5,1,2,1,1,1,4,0,red
4,6,1,4,0,3,3,2,0,red
11,14,2,6,1,1,12,15,1,dodgerblue
2,2,1,1,0,0,0,2,0,red
2,2,1,1,0,1,1,2,0,red
2,2,1,2,0,0,0,1,0,red
5,6,1,1,1,2,2,3,0,red
2,3,1,3,0,0,3,5,0,red
15,17,6,7,5,4,3,13,1,dodgerblue
4,5,2,3,0,2,2,6,0,red
2,2,1,1,0,0,0,2,0,red
2,3,2,2,0,0,1,4,0,red
2,5,1,3,1,2,2,2,0,red
3,5,1,1,0,1,1,5,0,red
5,6,1,1,0,1,2,6,0,red
5,10,1,2,2,1,4,11,0,red
0,2,0,0,1,0,1,2,0,red
7,13,2,3,2,2,3,14,1,dodgerblue
2,2,1,1,0,0,0,2,0,red
3,8,4,5,0,0,1,4,0,red
1,2,1,1,0,0,0,1,0,red
0,2,0,0,1,0,0,2,0,red
2,7,0,5,2,3,2,1,0,red
1,6,0,2,1,0,1,4,0,red
4,16,0,6,0,1,2,3,0,red
0,2,0,1,1,0,0,1,0,red
2,2,1,1,0,0,0,2,0,red
6,5,1,5,1,3,2,0,0,red
8,12,4,3,5,6,5,15,1,dodgerblue
1,2,0,1,1,1,2,1,0,red
7,15,2,5,2,7,2,5,0,red
6,10,1,4,5,4,1,3,0,red
1,2,1,1,1,0,0,2,0,red
1,2,1,1,0,0,0,2,0,red
5,8,0,3,2,4,1,3,0,red
2,2,1,1,0,0,0,2,0,red
2,0,1,1,0,2,0,0,0,red
4,5,0,6,3,6,4,1,0,red
2,3,1,1,1,2,1,2,0,red
1,2,0,0,2,0,0,2,0,red
3,4,1,1,1,1,1,5,0,red
1,7,0,4,1,4,1,1,0,red
5,5,3,2,1,2,2,7,0,red
0,2,0,0,1,0,0,2,0,red
0,3,0,0,1,1,0,3,0,red
0,1,0,0,0,0,0,0,0,red
0,2,0,0,1,0,0,2,0,red
0,6,0,5,2,0,0,2,0,red
2,4,1,1,1,3,1,3,0,red
0,2,0,0,1,0,0,2,0,red
0,4,0,1,0,0,0,3,0,red
2,3,1,1,1,1,1,3,0,red
3,7,0,2,5,5,2,2,0,red
3,1,0,0,0,2,0,1,0,red
2,2,2,2,0,0,0,2,0,red
1,4,0,0,1,0,0,4,0,red
10,9,5,5,3,2,3,5,0,red
5,6,1,7,2,3,2,1,0,red
1,3,0,0,1,0,0,2,0,red
1,2,1,1,1,0,0,2,0,red
10,12,1,5,2,5,3,3,0,red
4,5,3,2,1,0,1,5,0,red
3,2,2,2,0,2,1,3,0,red
1,2,1,1,1,0,0,2,0,red
3,6,2,2,2,1,2,6,0,red
1,2,0,0,0,0,1,2,0,red
1,2,1,1,1,0,0,2,0,red
1,2,1,1,0,0,0,2,0,red
2,2,1,1,0,1,1,2,0,red
0,2,0,1,0,0,1,0,0,red
14,14,3,9,2,3,9,8,1,dodgerblue
2,4,1,0,1,1,1,5,0,red
13,16,5,9,3,2,5,5,1,dodgerblue
7,7,3,2,0,2,1,7,0,red
2,2,1,1,0,0,0,2,0,red
1,3,1,1,0,0,0,3,0,red
1,2,0,0,0,0,0,2,0,red
3,4,2,3,1,0,3,7,0,red
0,1,0,0,0,0,1,2,0,red
2,3,1,1,0,0,1,3,0,red
2,3,0,0,0,0,0,3,0,red
3,2,2,2,0,0,1,3,0,red
0,2,0,0,0,0,0,1,0,red
1,1,0,0,1,1,0,1,0,red
1,1,0,0,0,1,0,2,0,red
1,2,0,1,1,0,1,1,0,red
3,9,4,3,0,1,5,11,0,red
0,2,0,0,0,0,0,2,0,red
1,1,0,0,0,1,0,0,0,red
14,13,4,6,1,7,1,11,1,dodgerblue
0,2,0,0,1,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
0,2,0,1,2,0,0,1,0,red
0,3,0,0,1,0,0,3,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,0,1,1,0,2,0,red
2,2,2,2,0,0,0,2,0,red
5,8,2,2,3,1,4,11,0,red
3,5,1,1,1,1,0,4,0,red
4,7,2,1,0,1,0,2,0,red
1,3,0,1,1,1,2,1,0,red
6,10,4,3,3,3,5,11,1,dodgerblue
3,6,2,1,0,1,1,6,0,red
1,0,0,0,4,2,0,0,0,red
2,2,1,1,0,1,1,2,0,red
12,15,4,8,2,9,6,8,1,dodgerblue
0,2,0,0,1,0,0,2,0,red
2,2,0,0,1,1,1,2,0,red
2,1,0,3,0,1,0,0,0,red
0,2,0,0,0,0,0,2,0,red
2,2,1,1,0,1,1,2,0,red
0,1,0,1,1,1,0,0,0,red
8,10,3,6,2,0,3,8,0,red
4,5,2,2,3,2,2,7,0,red
1,1,1,0,0,0,1,2,0,red
0,2,1,0,1,2,0,3,0,red
3,4,2,3,3,1,2,6,0,red
14,15,1,6,3,5,5,6,1,dodgerblue
6,8,1,2,2,3,4,6,0,red
0,2,0,0,1,0,0,2,0,red
5,11,0,4,3,7,2,8,0,red
1,2,1,1,0,1,0,2,0,red
0,5,0,0,1,0,2,1,0,red
2,0,0,0,0,2,0,0,0,red
1,0,0,0,0,2,0,0,0,red
5,14,3,3,1,0,2,12,0,red
1,3,0,0,0,1,0,3,0,red
0,1,0,0,1,0,0,0,0,red
2,0,1,0,0,2,0,1,0,red
1,4,0,2,0,0,2,0,0,red
0,1,0,0,0,1,0,0,0,red
5,9,1,1,1,1,1,8,0,red
4,7,1,2,3,3,3,5,0,red
13,13,1,4,4,8,1,9,1,dodgerblue
11,15,2,10,3,0,10,5,1,dodgerblue
7,8,2,4,3,2,3,4,0,red
4,6,0,2,1,3,3,0,0,red
0,2,0,1,1,0,1,3,0,red
0,2,0,0,1,0,0,1,0,red
0,2,0,0,0,0,0,0,0,red
3,9,1,1,1,0,2,9,0,red
3,3,1,2,0,2,2,4,0,red
30,26,7,15,8,6,22,9,1,dodgerblue
0,1,1,1,1,1,1,2,0,red
3,7,2,2,1,3,3,5,0,red
1,0,0,1,0,1,1,0,0,red
6,8,3,2,3,3,3,10,0,red
1,2,1,1,1,0,0,2,0,red
3,4,2,5,1,1,4,3,0,red
3,12,0,6,3,2,2,3,0,red
1,2,0,2,1,0,2,3,0,red
1,1,0,0,0,1,0,1,0,red
7,7,2,3,0,4,2,7,0,red
0,2,0,0,0,0,0,2,0,red
15,21,1,12,1,2,3,9,1,dodgerblue
2,1,0,0,0,1,0,0,0,red
0,2,0,0,1,0,0,2,0,red
4,9,3,2,1,1,2,9,0,red
0,2,0,1,1,0,0,1,0,red
1,2,1,1,0,0,0,2,0,red
1,2,0,0,0,0,0,2,0,red
2,2,1,0,2,2,0,3,0,red
3,13,5,8,2,0,6,11,1,dodgerblue
1,4,2,2,1,0,1,4,0,red
2,1,1,1,0,1,0,1,0,red
0,3,0,0,0,0,0,3,0,red
1,4,0,0,1,1,1,4,0,red
0,2,0,0,0,1,0,2,0,red
2,2,1,1,0,0,1,2,0,red
1,1,0,0,0,0,1,2,0,red
2,1,0,1,0,1,1,1,0,red
1,3,1,0,2,2,1,4,0,red
16,16,8,9,8,6,4,15,1,dodgerblue
0,2,0,0,1,0,0,2,0,red
0,2,0,0,1,0,0,1,0,red
2,2,1,1,0,0,1,2,0,red
2,3,0,1,0,2,2,0,0,red
0,3,0,0,1,0,1,2,0,red
3,4,2,3,0,1,3,4,0,red
1,2,1,1,0,0,0,2,0,red
0,1,0,0,1,0,0,1,0,red
4,5,1,2,1,3,0,4,0,red
1,2,0,0,1,1,1,1,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,0,0,0,0,2,0,red
2,0,0,0,0,2,0,0,0,red
1,2,1,1,0,0,0,2,0,red
0,2,0,1,0,1,0,1,0,red
1,5,1,3,0,0,3,1,0,red
5,9,2,4,2,2,3,7,0,red
0,2,0,1,0,0,0,1,0,red
3,6,2,2,1,0,1,6,0,red
1,1,0,0,1,1,0,1,0,red
2,3,1,1,0,1,1,4,0,red
0,2,0,0,0,0,1,1,0,red
0,1,1,1,1,0,1,2,0,red
0,1,0,1,0,0,0,0,0,red
3,6,2,2,0,1,1,6,0,red
0,2,0,0,1,0,0,2,0,red
3,3,1,2,0,1,1,3,0,red
1,1,0,0,2,0,0,0,0,red
0,5,0,1,1,0,0,3,0,red
0,2,0,0,1,1,0,2,0,red
2,4,1,1,0,0,0,4,0,red
0,2,0,1,0,0,0,0,0,red
1,2,0,0,1,0,0,2,0,red
2,2,0,1,0,1,2,0,0,red
3,1,2,1,0,0,0,4,0,red
1,4,1,2,1,0,0,3,0,red
0,3,0,2,0,0,0,1,0,red
2,2,1,2,1,1,1,2,0,red
2,4,0,2,1,0,0,2,0,red
1,1,2,1,0,0,4,4,0,red
3,2,1,2,0,0,1,0,0,red
2,3,1,3,0,1,0,1,0,red
1,1,0,0,0,1,0,2,0,red
0,1,0,0,2,0,0,2,0,red
8,9,2,4,2,3,4,10,1,dodgerblue
4,10,1,3,2,5,1,3,0,red
2,3,1,1,1,1,1,3,0,red
4,11,2,2,0,2,4,11,0,red
4,4,3,4,0,1,1,3,0,red
0,2,0,0,1,0,0,2,0,red
0,5,1,2,1,0,7,7,0,red
2,5,1,1,0,3,1,5,0,red
3,4,1,2,1,1,0,4,0,red
4,2,0,2,1,3,1,0,0,red
4,4,1,1,1,0,0,4,0,red
3,4,1,1,1,2,1,5,0,red
1,2,0,0,1,0,0,2,0,red
1,2,0,0,0,1,1,2,0,red
5,4,1,1,0,1,1,3,0,red
5,6,3,2,1,1,1,4,0,red
0,6,0,3,0,0,2,0,0,red
2,1,1,1,0,1,0,1,0,red
7,0,3,3,2,4,2,0,0,red
1,1,0,3,0,0,0,0,0,red
3,17,0,3,1,2,4,6,0,red
2,3,0,0,0,0,0,4,0,red
0,2,0,0,1,1,0,2,0,red
2,1,2,1,1,0,0,0,0,red
1,1,0,0,1,0,0,2,0,red
1,1,0,0,0,1,0,1,0,red
2,2,1,1,1,0,0,2,0,red
0,1,0,1,0,0,1,0,0,red
4,6,2,4,2,1,4,8,0,red
1,11,0,3,1,0,2,1,0,red
2,3,0,1,0,0,1,3,0,red
8,10,4,2,2,0,0,10,0,red
2,1,1,1,1,1,1,2,0,red
1,2,0,0,1,1,1,2,0,red
0,2,0,1,1,0,1,3,0,red
2,2,1,1,0,1,1,2,0,red
4,6,0,3,3,2,4,3,0,red
0,3,0,0,1,0,0,3,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,1,0,0,0,2,0,red
2,2,0,1,0,2,0,0,0,red
1,5,1,4,1,1,1,1,0,red
3,1,1,1,0,1,1,1,0,red
0,0,0,0,2,1,0,0,0,red
0,0,1,1,0,0,3,1,0,red
1,2,1,1,1,0,0,2,0,red
2,3,1,2,1,0,2,2,0,red
2,0,0,3,0,1,0,0,0,red
2,3,2,2,0,1,1,4,0,red
1,3,1,1,0,0,0,3,0,red
0,2,0,0,1,0,0,1,0,red
4,6,1,3,0,1,0,5,0,red
3,5,1,5,0,0,4,0,0,red
1,1,1,0,0,1,0,1,0,red
1,2,0,1,0,0,1,1,0,red
1,3,0,0,1,1,0,3,0,red
2,2,2,3,2,2,2,2,0,red
14,13,4,9,3,2,5,7,1,dodgerblue
3,7,2,2,1,1,2,7,0,red
1,1,0,0,0,0,1,1,0,red
2,3,1,1,0,1,1,3,0,red
1,3,1,1,1,0,0,3,0,red
0,2,0,0,0,0,0,1,0,red
2,2,0,1,1,2,0,0,0,red
1,4,0,2,0,1,1,2,0,red
2,3,0,2,1,0,1,2,0,red
1,2,1,1,1,0,0,1,0,red
3,7,0,3,0,0,2,1,0,red
1,2,1,1,0,0,0,2,0,red
2,1,0,0,0,2,1,1,0,red
0,2,0,0,0,0,0,0,0,red
1,1,0,1,1,0,0,1,0,red
1,4,0,0,0,1,0,3,0,red
2,4,1,1,0,0,0,4,0,red
2,3,1,1,1,0,0,3,0,red
3,1,1,1,0,2,1,0,0,red
2,2,0,1,0,0,2,0,0,red
3,3,1,1,0,1,1,2,0,red
12,7,2,4,0,2,3,6,0,red
5,10,2,4,3,2,3,9,0,red
5,12,2,3,2,2,5,10,0,red
0,2,0,0,1,0,0,2,0,red
3,5,0,1,1,1,0,3,0,red
4,1,1,3,5,2,4,4,0,red
1,4,0,1,1,0,0,1,0,red
2,4,1,1,1,1,1,4,0,red
2,4,0,0,1,0,0,5,0,red
1,3,1,1,1,0,0,3,0,red
0,2,0,0,0,0,0,0,0,red
1,1,1,1,1,0,0,1,0,red
2,6,1,3,1,1,1,6,0,red
7,1,4,2,2,3,2,5,0,red
4,2,1,3,0,2,1,1,0,red
6,3,3,4,3,2,3,6,0,red
1,4,1,1,1,0,1,6,0,red
2,3,0,2,1,1,1,1,0,red
1,5,0,0,2,1,0,4,0,red
2,2,0,0,0,1,2,3,0,red
1,0,0,0,2,1,1,2,0,red
24,32,6,16,6,7,18,17,1,dodgerblue
7,5,2,4,2,3,1,1,0,red
0,2,0,0,1,0,1,2,0,red
7,7,1,4,2,5,3,8,0,red
2,2,1,1,0,0,0,2,0,red
0,3,0,0,1,0,0,3,0,red
2,5,2,2,0,1,1,5,0,red
0,2,0,1,0,0,1,1,0,red
1,2,0,0,0,1,0,2,0,red
7,9,3,4,1,4,4,9,1,dodgerblue
2,2,1,1,0,0,0,2,0,red
2,1,0,0,0,0,0,1,0,red
0,1,0,1,0,0,0,1,0,red
2,4,1,2,0,0,1,3,0,red
1,2,0,0,1,1,0,1,0,red
1,1,0,0,0,1,0,1,0,red
5,13,2,3,1,2,4,10,0,red
2,1,1,0,0,1,0,1,0,red
6,10,3,2,0,2,6,12,1,dodgerblue
1,2,3,1,0,0,4,3,0,red
3,5,2,2,0,1,2,5,0,red
5,4,0,0,0,6,1,3,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,0,1,0,0,1,0,red
4,2,0,1,2,1,3,4,0,red
2,3,0,0,0,0,0,3,0,red
18,12,9,9,5,4,9,17,1,dodgerblue
17,15,5,8,1,7,2,10,1,dodgerblue
2,4,0,0,0,1,2,4,0,red
2,5,0,0,0,0,0,5,0,red
1,2,1,1,1,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
1,5,0,1,0,0,2,2,0,red
1,2,1,1,1,0,0,2,0,red
1,2,0,2,1,1,0,0,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,0,0,1,1,2,0,red
1,2,0,0,0,1,2,2,0,red
0,2,0,0,1,0,0,2,0,red
3,1,1,2,0,1,1,4,0,red
9,15,3,8,1,2,11,12,1,dodgerblue
3,5,1,2,0,0,1,4,0,red
5,8,2,2,1,2,2,6,0,red
2,2,1,2,0,0,1,2,0,red
3,7,1,2,2,0,2,5,0,red
1,4,1,1,0,0,1,4,0,red
1,1,0,0,0,0,0,2,0,red
1,2,1,0,1,0,0,2,0,red
2,1,0,0,1,0,0,2,0,red
1,2,1,1,0,0,0,2,0,red
3,5,2,2,0,1,1,5,0,red
0,3,0,2,0,0,1,0,0,red
11,14,2,4,2,3,4,14,1,dodgerblue
4,5,1,2,1,2,3,5,0,red
2,3,0,1,0,1,2,3,0,red
1,3,0,0,1,0,0,2,0,red
1,3,0,0,0,1,0,0,0,red
0,2,0,0,0,0,0,1,0,red
4,5,3,3,0,0,1,6,0,red
3,8,0,4,0,0,4,0,0,red
1,2,0,0,1,1,1,2,0,red
0,2,0,1,1,0,0,1,0,red
0,2,0,1,1,0,0,1,0,red
1,2,0,0,0,0,0,2,0,red
2,3,1,2,3,1,1,2,0,red
0,2,0,0,1,0,0,2,0,red
0,4,0,3,3,2,0,0,0,red
2,3,2,2,0,0,1,3,0,red
3,4,1,2,1,0,1,2,0,red
1,4,0,2,1,1,1,1,0,red
1,2,0,0,2,2,1,2,0,red
2,3,2,3,0,0,2,2,0,red
2,0,0,1,0,2,0,0,0,red
1,3,0,1,1,1,1,1,0,red
0,2,0,0,1,0,0,2,0,red
2,6,0,1,0,1,3,8,0,red
6,7,1,3,0,3,3,4,0,red
0,2,0,0,2,0,1,2,0,red
4,5,1,3,1,3,1,3,0,red
